[0, 400000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 227130, 113401, 43241, 12555, 3041, 525, 82, 22, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 203913, 105281, 52586, 24060, 9544, 3253, 1012, 262, 72, 14, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200886, 101094, 51219, 25658, 12369, 5411, 2181, 816, 244, 94, 23, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200374, 100065, 50310, 25446, 12616, 6158, 2976, 1213, 557, 192, 70, 14, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200499, 99819, 50260, 24842, 12603, 6278, 3056, 1470, 674, 321, 107, 48, 20, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199907, 99856, 50316, 25157, 12484, 6300, 3094, 1500, 720, 385, 165, 64, 36, 12, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200061, 99957, 49856, 25240, 12480, 6210, 3133, 1564, 762, 366, 201, 101, 41, 14, 10, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199495, 100470, 50112, 24788, 12507, 6278, 3181, 1620, 779, 381, 182, 111, 52, 26, 8, 6, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199544, 100273, 50124, 24851, 12512, 6315, 3186, 1585, 841, 383, 180, 97, 62, 22, 10, 8, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200004, 100017, 49645, 24937, 12572, 6402, 3209, 1654, 784, 411, 191, 86, 46, 23, 13, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200136, 100103, 49756, 24859, 12468, 6309, 3153, 1584, 846, 385, 204, 105, 54, 19, 9, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200203, 99617, 50013, 25070, 12527, 6325, 3175, 1451, 840, 400, 173, 105, 49, 29, 13, 6, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199943, 100045, 49804, 25129, 12446, 6319, 3225, 1545, 767, 413, 156, 92, 59, 30, 15, 6, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200391, 99846, 49650, 25127, 12600, 6122, 3130, 1584, 819, 368, 185, 87, 48, 21, 13, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199774, 100070, 49962, 25065, 12418, 6313, 3215, 1564, 814, 419, 198, 98, 48, 25, 11, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200005, 100105, 49976, 24913, 12467, 6381, 3000, 1521, 801, 428, 190, 122, 43, 25, 13, 1, 7, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200304, 99790, 49960, 24893, 12619, 6228, 3104, 1539, 750, 419, 195, 98, 41, 34, 12, 6, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199959, 100053, 50198, 24873, 12365, 6324, 3077, 1552, 822, 381, 183, 112, 53, 22, 15, 7, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200037, 99925, 49994, 24803, 12753, 6236, 3100, 1571, 761, 431, 187, 94, 55, 28, 11, 6, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200208, 100129, 49699, 25113, 12392, 6136, 3169, 1525, 813, 387, 232, 95, 53, 30, 8, 5, 4, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199516, 99995, 50177, 25358, 12405, 6239, 3164, 1550, 799, 388, 196, 110, 54, 30, 11, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199061, 100845, 49847, 25204, 12434, 6249, 3193, 1570, 804, 378, 208, 107, 53, 28, 11, 5, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199822, 100176, 49933, 24825, 12602, 6381, 3120, 1566, 779, 402, 177, 107, 56, 31, 6, 6, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199943, 100011, 50281, 24781, 12548, 6194, 3132, 1570, 771, 390, 181, 104, 52, 23, 10, 3, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199554, 100189, 50243, 25230, 12290, 6201, 3189, 1544, 842, 338, 193, 89, 44, 33, 12, 4, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200370, 99709, 50122, 24949, 12392, 6246, 3090, 1616, 778, 376, 179, 91, 41, 17, 9, 8, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199882, 100144, 50020, 25157, 12529, 6111, 3035, 1576, 792, 382, 196, 91, 43, 18, 9, 7, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199704, 100077, 50124, 25206, 12634, 6202, 2929, 1597, 783, 369, 197, 90, 55, 16, 8, 4, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200305, 100006, 49865, 25022, 12465, 6156, 3099, 1513, 775, 418, 189, 94, 54, 17, 8, 10, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199582, 99998, 50282, 25176, 12513, 6246, 3069, 1526, 798, 390, 219, 101, 52, 23, 12, 8, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200103, 99967, 49835, 25038, 12627, 6240, 3021, 1551, 791, 389, 206, 105, 67, 27, 19, 9, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199602, 100131, 49924, 25111, 12711, 6262, 3075, 1613, 783, 377, 199, 95, 55, 33, 18, 6, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200085, 99739, 50328, 24655, 12512, 6426, 3183, 1551, 767, 391, 172, 97, 45, 28, 9, 8, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200058, 99856, 50095, 25035, 12330, 6380, 3125, 1609, 769, 383, 174, 83, 49, 21, 15, 8, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200349, 99649, 49928, 25081, 12468, 6280, 3105, 1551, 822, 394, 193, 88, 43, 15, 18, 4, 4, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199685, 100217, 49982, 25219, 12392, 6273, 3109, 1581, 781, 386, 165, 107, 52, 27, 6, 7, 5, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200282, 99519, 50146, 25040, 12588, 6190, 3155, 1518, 774, 404, 186, 92, 62, 16, 15, 6, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200394, 99617, 49612, 25201, 12579, 6384, 3098, 1545, 777, 390, 198, 105, 44, 34, 11, 7, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200188, 100221, 49761, 24755, 12575, 6263, 3109, 1540, 788, 401, 184, 97, 68, 22, 15, 9, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200219, 100095, 50038, 24942, 12409, 6155, 3143, 1465, 800, 368, 166, 99, 48, 25, 10, 10, 2, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199636, 100115, 50024, 25254, 12562, 6276, 3060, 1548, 767, 395, 187, 87, 46, 25, 8, 4, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200146, 99328, 50291, 25075, 12663, 6243, 3130, 1567, 771, 409, 198, 85, 41, 31, 13, 3, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199851, 99868, 49881, 25203, 12508, 6275, 3230, 1563, 810, 433, 195, 97, 44, 20, 15, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199848, 100412, 49651, 25011, 12485, 6277, 3211, 1547, 780, 390, 187, 102, 56, 23, 8, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200375, 99668, 49979, 25018, 12382, 6255, 3204, 1555, 785, 397, 188, 88, 47, 36, 14, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200068, 99914, 50220, 24985, 12420, 6216, 3036, 1576, 782, 362, 206, 103, 58, 27, 10, 11, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200413, 99865, 49911, 24970, 12306, 6192, 3147, 1577, 819, 388, 190, 105, 58, 31, 13, 7, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200186, 99710, 49941, 25206, 12438, 6382, 3043, 1486, 795, 398, 196, 102, 56, 32, 12, 10, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199927, 99619, 50117, 25061, 12694, 6421, 3080, 1592, 725, 364, 190, 81, 56, 28, 20, 12, 5, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 200183, 99508, 49886, 25059, 12750, 6299, 3239, 1509, 810, 399, 182, 94, 33, 27, 11, 9, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 199638, 100047, 50184, 25073, 12559, 6317, 3110, 1535, 800, 378, 186, 96, 37, 27, 7, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
